"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000003056",1837.96769229328,-0.00770199446881262,0.100379831395021,-0.0767285057344161,0.938839527084576,0.983551736063609
"ENSG00000003096",414.075308683702,-0.964578694491397,0.191738367699026,-5.03070254569762,4.88685817926046e-07,1.49216667590524e-05
"ENSG00000003137",106.506412172302,-1.03077575832248,0.583101196796122,-1.7677476293757,0.077103103585987,0.26776576560646
"ENSG00000003147",9.33188603208963,0.254913761010589,0.570453091263991,0.446861915404402,0.654974763467197,NA
"ENSG00000003249",122.242063046478,-0.368497893953411,0.353319834403117,-1.0429584135177,0.296967553734282,0.600500658658147
"ENSG00000003393",860.859802380907,0.0548920522696348,0.166831376020273,0.329027150522121,0.742135166393339,0.912900998621435
"ENSG00000003400",95.3711570248671,-0.178398759112576,0.354605348247643,-0.50309099959764,0.614900294345961,0.845069415414663
"ENSG00000003402",3368.72335143759,1.16249955330816,0.126132957465129,9.21646155509782,3.0706609733204e-20,7.88223058320973e-18
"ENSG00000003436",5053.34063480256,-0.32544361058254,0.19941429416059,-1.63199740496264,0.102680032864952,0.322656856351965
"ENSG00000003509",302.835086615061,-0.100895604230724,0.125081142685311,-0.80664120957517,0.419873224263441,0.71321907759306
"ENSG00000003756",2957.87449781706,-0.183767745063367,0.0804948658950608,-2.28297473410218,0.0224318566814764,0.115045875191656
"ENSG00000003987",30.2673614014711,0.754684028303425,0.350787851069095,2.15139727902029,0.0314448557818777,0.145949231019472
"ENSG00000003989",39.5398447202775,0.586931678287138,0.730309093438977,0.803675708765059,0.421584286505372,0.71435377255805
"ENSG00000004059",1684.3217819095,0.379689878070334,0.114186215778661,3.32518137571288,0.00088361032127199,0.00940427147973597
"ENSG00000004139",312.643392000576,-0.0807770402249651,0.204988935272944,-0.394055611428051,0.693539981944803,0.889787349087954
"ENSG00000004142",1468.18173216884,0.152287956451948,0.127369092079541,1.19564294575363,0.231835924834564,0.522960244506921
"ENSG00000004399",3661.96471974267,-0.0519472683364576,0.217228480178079,-0.239136545511308,0.810999704495809,0.941266803938158
"ENSG00000004455",1236.90625297069,-0.091856755600685,0.164575069324451,-0.55814502146491,0.576745359605426,0.821558123867791
"ENSG00000004468",5.59935950029571,0.2415845402667,0.814108985887738,0.296747173234142,0.766659539251725,NA
"ENSG00000004478",612.469678830193,-0.00303833336147361,0.166565480950829,-0.0182410745859794,0.985446535298753,0.995356291395654
"ENSG00000004487",1255.80031118487,-0.33410598134892,0.0960271346857763,-3.47928720816459,0.000502749459853876,0.00602384538725234
"ENSG00000004534",1306.14906893784,-0.303531313700887,0.158956283609458,-1.90952698948749,0.0561941434607973,0.217773874798816
"ENSG00000004660",79.865424377978,-0.645176223114793,0.378104343140453,-1.70634438566904,0.0879439786512464,0.291638177506706
"ENSG00000004700",1510.20849871797,0.409553246358561,0.119154785054804,3.43715316317505,0.000587863076838894,0.00676932753533059
"ENSG00000004766",495.212595858396,-0.114357020360276,0.129930646195292,-0.880138933415229,0.378784050041098,0.677736786510583
"ENSG00000004776",12520.3502740741,-0.154542221641235,0.245611869285429,-0.629213165026806,0.529209511128273,0.787964529936922
"ENSG00000004777",104.39554381318,-0.471432947912143,0.409431217287993,-1.15143381355931,0.249553809653415,0.544438554768219
"ENSG00000004779",366.340319770589,0.109903272914786,0.136518511215193,0.805043007988468,0.420794861898391,0.713810171699826
"ENSG00000004799",935.559303330853,2.55967531416087,0.911031411160663,2.80964551035602,0.00495960938100028,0.0378595181830894
"ENSG00000004809",1.40994350389939,0.0528182171435146,1.5428585498888,0.0342339984098487,0.972690555611389,NA
"ENSG00000004838",16.3434516100777,-0.92393790560142,0.411465406233412,-2.2454813736572,0.024737246668791,0.123407735934026
"ENSG00000004846",22.073292550198,-1.58995191849418,0.649411925461437,-2.44829492061521,0.0143534114616528,0.0843845432739507
"ENSG00000004848",0.13880171053401,0.894699722854173,3.5338115409304,0.253182636507722,0.800127083554548,NA
"ENSG00000004864",152.306716934468,0.05597354305744,0.274607904503376,0.203830778865114,0.838485739677166,0.953153683660638
"ENSG00000004866",523.884326788918,-0.614081619535418,0.212089177087146,-2.89539347537331,0.00378683532398206,0.0307680370073542
"ENSG00000004897",1680.01793286077,-0.161864725228969,0.100718289426404,-1.6071035970805,0.108031644370885,0.333497605788229
"ENSG00000004939",8.67357060287904,-0.609547355705274,0.567026525053526,-1.07498913855526,0.282379591163909,NA
"ENSG00000004948",0,NA,NA,NA,NA,NA
"ENSG00000004961",435.963192136172,-0.166362433872883,0.141777470102681,-1.17340529318514,0.240633315582666,0.533142775487704
"ENSG00000004975",1003.16479833127,-0.346747941966264,0.162596379852442,-2.13256864809009,0.0329601274965756,0.150946819151992
"ENSG00000005001",0,NA,NA,NA,NA,NA
"ENSG00000005007",2286.27675995712,0.221287389623297,0.0941891111307625,2.34939460588055,0.0188039667221365,0.102257118853414
"ENSG00000005020",752.819690039845,0.0733029434156373,0.150898998898186,0.48577488221175,0.627126784843827,0.852971275838326
"ENSG00000005022",1300.3667432696,-0.077183187145849,0.11683724343035,-0.660604314854965,0.508866101167601,0.776143987472024
"ENSG00000005059",215.744400092371,0.223333742292972,0.257310943899977,0.867952753613883,0.385420197711298,0.684393116934882
"ENSG00000005073",0.424982332670398,-1.07930584775575,2.57996149657337,-0.418341843158998,0.675697200637043,NA
"ENSG00000005075",614.656589191918,0.0987774136474281,0.160701421365237,0.614664218948818,0.538776494392855,0.795395167906622
"ENSG00000005100",502.327471136299,0.314431906569703,0.130839049900005,2.40319619265053,0.016252465283122,0.0927060967647082
"ENSG00000005102",0.442262621211789,-2.19311639032443,3.46383756581174,-0.633146430413079,0.526638024312906,NA
"ENSG00000005108",12.5069565681574,0.931827302368595,0.623868422495633,1.49362793301999,0.135272894319835,0.380659231600502
"ENSG00000005156",284.20157559638,-0.385472964535905,0.204303015030579,-1.88677080697125,0.0591911592489779,0.225578788833863
"ENSG00000005175",347.42491006876,-0.199143134585061,0.288695838200318,-0.689802581937051,0.490318344781208,0.762958114837295
"ENSG00000005187",26.7924966379797,-0.327508993597952,0.412427837627224,-0.794100115749154,0.427137150245695,0.718138559110907
"ENSG00000005189",79.0300154216569,-0.439827350124148,0.271060708684544,-1.62261565779352,0.104671591227688,0.32678854857624
"ENSG00000005194",458.750922474384,0.128001741705937,0.161082372386374,0.794635314899077,0.426825669498408,0.717811796476324
"ENSG00000005206",687.428245938322,0.101318640262005,0.13939534307427,0.726843795692821,0.467321650715411,0.747517125692934
"ENSG00000005238",705.733199499233,-0.205823448701697,0.11531792287009,-1.78483485982976,0.0742881071352867,0.261224374869728
"ENSG00000005243",993.989596404182,-0.106568991209136,0.185247669804652,-0.575278443834219,0.565102997745001,0.815118595106058
"ENSG00000005249",301.336933757971,0.660281695683242,0.225584944249005,2.92697590205493,0.00342275400128001,0.0284041695065127
"ENSG00000005302",469.935385547665,0.190286741036695,0.159043372106578,1.19644558912635,0.23152271974609,0.522689941059854
"ENSG00000005339",2604.13968768159,-0.104401290810057,0.135772878582436,-0.768940689039516,0.441928521058953,0.729930732130603
"ENSG00000005379",158.961412885247,0.120941680592505,0.284870375534245,0.424549868920878,0.671164844355872,0.877834938234741
"ENSG00000005381",7.12408517617175,1.17019109110579,1.30318497918878,0.897947037291837,0.369213786049385,NA
"ENSG00000005421",0.106546340246823,-0.5479727975451,3.5338115409304,-0.155065653954152,0.876769558794206,NA
"ENSG00000005436",302.967289999217,0.156958459876056,0.13919726830477,1.1275972710355,0.259490039734194,0.556815885420847
"ENSG00000005448",234.24445737531,0.28015594037532,0.158290991454531,1.76987924455445,0.0767472590872239,0.267019811365956
"ENSG00000005469",422.232491862876,-0.273993745235592,0.243918522859567,-1.12330028086198,0.261309984581244,0.55952390886846
"ENSG00000005471",33.2839581855106,-1.229168225158,0.509497843508645,-2.41250918098762,0.0158431384233878,0.0909914036489223
"ENSG00000005483",1867.57277020935,0.0138036672471442,0.131024621237275,0.105351705021508,0.916096736534608,0.977199963010046
"ENSG00000005486",856.445860419445,-0.151783516444279,0.189514903128518,-0.800905437718258,0.42318639187086,0.715625840491489
"ENSG00000005513",4.19025057528613,-0.664736558009223,1.01926333413862,-0.652173521547298,0.514289239243333,NA
"ENSG00000005700",579.449582755315,-0.0875213001749404,0.132871316342398,-0.658692203736477,0.51009344037186,0.777096979978283
"ENSG00000005801",220.819344240061,-0.245459543337102,0.221062041618791,-1.11036495247964,0.266841794357491,0.565931798843888
"ENSG00000005810",2862.99024994653,-0.06271632012618,0.120428838481262,-0.520774931628509,0.602523568216208,0.838974478631556
"ENSG00000005812",1499.03049853399,0.408597266965251,0.171640902709805,2.38053552803827,0.0172874939168401,0.0969341337913896
"ENSG00000005844",3.21951546901152,-0.938820856117495,1.14106009312475,-0.82276197526685,0.410643364089815,NA
"ENSG00000005882",1066.40685200078,-0.127921219655289,0.145626388617645,-0.878420599930948,0.37971550921527,0.678355310058428
"ENSG00000005884",1294.27596518976,0.333534610570149,0.276385914342601,1.20677137749035,0.227520201852635,0.516920710629788
"ENSG00000005889",800.115454708102,0.0162935041241478,0.227737419988171,0.0715451335357803,0.942963905198174,0.985120611910198
"ENSG00000005893",5133.58060707205,0.0430750841641989,0.0826537025130301,0.521151295762077,0.602261379515761,0.838905040975133
"ENSG00000005961",10.2882547896421,-0.619825996164734,0.63716203511726,-0.972791789219935,0.330656794311309,0.636719281607726
"ENSG00000005981",6.43695995371267,-0.629660589473865,0.791461646069727,-0.795566775219822,0.426283884419128,NA
"ENSG00000006007",2603.73463702376,0.180766888487473,0.146935671131389,1.23024509362218,0.218605338271532,0.504960598378894
"ENSG00000006015",386.908775735769,-0.0531753089062197,0.320225246673306,-0.166055954234206,0.86811291625809,0.96259371579201
"ENSG00000006016",160.452316906975,0.192130228474232,0.492961494172601,0.389746929010567,0.6967236908629,0.89095752168182
"ENSG00000006025",160.463406583492,-0.652554449513782,0.315117796723196,-2.07082702500295,0.0383749637382405,0.166912356638614
"ENSG00000006042",3151.10977435982,0.00904108798098364,0.0981757526572635,0.0920908445952692,0.926625862496624,0.979848296697805
"ENSG00000006047",0.673880264953231,-0.288306756997386,2.10981455377223,-0.136650283543599,0.891307228749311,NA
"ENSG00000006059",0,NA,NA,NA,NA,NA
"ENSG00000006062",258.268778963446,-0.58418774297747,0.273250265697409,-2.13792195768397,0.0325230778003557,0.149442358399996
"ENSG00000006071",0,NA,NA,NA,NA,NA
"ENSG00000006116",0.450684746143017,-1.01557481337363,3.11273787636251,-0.326264161555554,0.744224500859679,NA
"ENSG00000006118",458.98540697157,-0.549888031250225,0.221087706475627,-2.48719406436488,0.0128755142177731,0.0782502659824134
"ENSG00000006125",6730.77886718365,0.0802578221066418,0.108520633966898,0.739562783342406,0.459565330939548,0.741716929423878
"ENSG00000006128",0.66128073055551,1.96247700003909,3.45793653412284,0.567528345495476,0.570355274101014,NA
"ENSG00000006194",551.635247266725,0.111690696644607,0.102576489652467,1.08885278705695,0.276218809105295,0.576613902673976
"ENSG00000006210",15.8841012169951,0.950280858966813,0.613153845406295,1.54982451155815,0.121183642118024,0.3574150457405
"ENSG00000006282",1394.30895675099,-0.106981510857256,0.168556605751333,-0.634691891073571,0.525629383328593,0.786167241222954
"ENSG00000006283",61.3642320498775,-1.17347598854418,0.461216295800871,-2.5443073005617,0.0109494708213548,0.0691822009133994
"ENSG00000006327",587.259201120954,-0.146104679714157,0.321318998770113,-0.454702897349332,0.649322996172059,0.865668730371992
"ENSG00000006377",0.186293186425353,0.894699722854173,3.5338115409304,0.253182636507722,0.800127083554548,NA
"ENSG00000006432",6.99503209019926,-0.218570469690132,0.735154477420715,-0.297312301568217,0.766228090753545,NA
"ENSG00000006451",1108.16420749476,-0.569179432910846,0.210673560445837,-2.70171269572851,0.006898334248928,0.0483010967175287
"ENSG00000006453",212.928764376348,-0.273779328579506,0.157624153526426,-1.73691228440827,0.0824026547578633,0.279379495479704
"ENSG00000006459",410.885814318294,0.00560173223475845,0.312433113776205,0.0179293806826473,0.985695190383098,0.995356291395654
"ENSG00000006468",210.179164493274,0.0486118233411567,0.406160234259935,0.119686318946837,0.904731638347476,0.973233941527987
"ENSG00000006530",277.887455661785,0.0331563429838184,0.201427477886477,0.164606851715162,0.869253437899879,0.962896079012634
"ENSG00000006534",1145.46216651212,0.427916517219077,0.262833030574322,1.62809261942469,0.103505248287182,0.324350710802683
"ENSG00000006555",4.76708315841851,-0.610574924935532,0.811459736160677,-0.752440198480325,0.451786380039224,NA
"ENSG00000006576",1076.37418478476,-0.416587758401363,0.195871617872764,-2.12684085078612,0.0334333088101146,0.151965024588591
"ENSG00000006606",4.01454411368169,-0.433951441443105,0.89931850716604,-0.482533649630525,0.629426900298569,NA
"ENSG00000006607",957.991889094816,0.595861867756257,0.15504929838624,3.84304781742333,0.000121515781498744,0.00186648733346701
"ENSG00000006611",0,NA,NA,NA,NA,NA
"ENSG00000006625",177.304447555595,-0.108719077673947,0.251336103881982,-0.432564506231852,0.665331179840437,0.874766969240682
"ENSG00000006634",92.842938687114,-0.448348263028945,0.297813123722412,-1.50546845426075,0.13220368124598,0.375532817263083
"ENSG00000006638",64.0929103692678,-0.485253023094622,0.293980576591416,-1.65062953723315,0.0988142437707431,0.315093970958583
"ENSG00000006652",1086.50811752792,-0.0509940535551206,0.21867403483977,-0.233196655435044,0.815608702843254,0.94327707650354
"ENSG00000006659",1.43778491344811,-0.485800066705829,1.54315218404804,-0.314810212322328,0.752905757394355,NA
"ENSG00000006695",181.541477163383,0.19612533904711,0.202792001617805,0.967125613843198,0.333481242404459,0.638989551646701
"ENSG00000006704",291.607449568848,-0.0413723928263532,0.235418959623657,-0.175739425968458,0.860498659864327,0.960047480752018
"ENSG00000006712",1114.82190220928,-0.238931997186077,0.129789536016795,-1.8409188022304,0.0656334586113254,0.241618553881508
"ENSG00000006715",2208.49179423824,-0.139604296366174,0.134201201187931,-1.04026115362914,0.298218586726853,0.601801531775907
"ENSG00000006740",43.379700039727,-0.0199681066421313,0.379706564357244,-0.0525882576613673,0.958059973053913,0.990093366898772
"ENSG00000006744",938.900417504683,0.251716744507167,0.153812826343649,1.63651335516572,0.10173219293106,0.320588067112572
"ENSG00000006747",27.7360544388753,0.203423896658305,0.487468767184592,0.417306523724983,0.676454217384263,0.88037287292985
"ENSG00000006756",545.414312401993,-0.0147902526935575,0.158859038868644,-0.0931029974680079,0.925821736146601,0.979848296697805
"ENSG00000006757",168.95903743019,-0.0157230313492792,0.154059171062895,-0.102058392504658,0.918710326479339,0.977939431357947
"ENSG00000006788",11.2024027852827,2.95519551496851,1.06560131448185,2.77326564335695,0.00554967976899598,0.0410751037168631
"ENSG00000006831",1095.78070752679,0.243868775847827,0.0931895487268353,2.61691122212293,0.0088729415223587,0.0589130641631401
"ENSG00000006837",75.3675602917904,-0.148191039973832,0.313407822349329,-0.472837719438464,0.636328961191126,0.85854807280531
"ENSG00000007001",2.00323736390909,-0.284336816378521,1.40160648895001,-0.202864940067113,0.839240598225602,NA
"ENSG00000007038",0.887380960584451,0.607937167158255,1.95093899827894,0.311612596649387,0.755334959862424,NA
"ENSG00000007047",813.83289419152,-0.0377195285297911,0.175115114800532,-0.215398474156593,0.829456659534122,0.949374328041436
"ENSG00000007062",2.45626676455035,-0.552454786367145,1.02517399474867,-0.538888802483314,0.589963584047852,NA
"ENSG00000007080",662.955088766559,0.244243931014527,0.158819829117825,1.5378679877141,0.124080895922942,0.362291337719868
"ENSG00000007129",0,NA,NA,NA,NA,NA
"ENSG00000007168",3974.85824788827,0.0515659604175323,0.10362911690995,0.497601079263674,0.618765242897789,0.847990675059332
"ENSG00000007171",1.482516982495,-0.53835763393164,1.78161285056631,-0.302174310069955,0.762519186992725,NA
"ENSG00000007174",2.70167247050387,0.383767754440753,1.02553758959237,0.374211299844497,0.708247117684883,NA
"ENSG00000007202",6545.03722366678,0.0244029962073323,0.0920134025191853,0.265211322907488,0.790846672719345,0.932163814953263
"ENSG00000007216",0,NA,NA,NA,NA,NA
"ENSG00000007237",425.112222586833,-0.895774919748928,0.960669066386979,-0.932449009852983,NA,NA
"ENSG00000007255",130.451959536511,0.27030634106433,0.242077843770997,1.11660917353526,0.264161467571431,0.56272646339561
"ENSG00000007264",2.94325916834344,0.130031400370293,0.934552364352466,0.13913762923321,0.889341393581788,NA
"ENSG00000007306",0,NA,NA,NA,NA,NA
"ENSG00000007312",2.07733296226224,0.627349238393968,1.53114289171681,0.40972612144027,0.682006866089403,NA
"ENSG00000007314",0.779954153372703,-0.684411928397535,2.03050849497042,-0.337064301918868,0.73606842730458,NA
"ENSG00000007341",281.675425442917,0.215543122736421,0.241297072706972,0.893268701183846,0.371713294901462,0.672271059384122
"ENSG00000007350",0,NA,NA,NA,NA,NA
"ENSG00000007372",40.4540315259517,0.204825778184009,0.515868221270139,0.397050583344134,0.691330159743815,0.88888660067239
"ENSG00000007376",258.460977739524,0.120342124124348,0.199979269926165,0.601772994614794,0.547325253539931,0.801589881526183
"ENSG00000007384",1823.38777953572,0.0868116423961754,0.150635484804476,0.576302738420873,0.564410572237262,0.814832037519615
"ENSG00000007392",686.873099124053,-0.103853587504148,0.110148259292534,-0.942852734770247,0.345756233703755,0.650171114904814
"ENSG00000007402",23.7963910924727,0.73953574504777,0.519126007458147,1.42457849235649,0.154279080788987,0.41274627778647
"ENSG00000007516",11.2010825391975,-0.211646905105046,0.707132860681268,-0.299302884752295,0.764708953708662,0.922088330716058
"ENSG00000007520",580.560487206145,0.0714339920941016,0.150649664790979,0.474172924269123,0.635376599457339,0.858027516610022
"ENSG00000007541",653.546283118955,0.22174812222837,0.164692741639637,1.34643530747442,0.178162170654419,0.448876149901341
"ENSG00000007545",622.76848387059,0.16676835041342,0.157636929221835,1.05792691621602,0.290088762869725,0.592900717093386
"ENSG00000007866",1620.52184915199,0.553934442516536,0.15682930449657,3.53208505447814,0.000412296721436386,0.00512662877352551
"ENSG00000007908",0,NA,NA,NA,NA,NA
"ENSG00000007923",977.439461349907,-0.0384289987826238,0.147719249311359,-0.26014889028866,0.794748926803522,0.933785234131601
"ENSG00000007933",877.805740707214,0.313996093721056,0.978772381072815,0.320806042132994,0.748357380267635,0.915794483205667
"ENSG00000007944",345.286662228229,-0.489789588682942,0.152313269943821,-3.21567246808893,0.00130139269482861,0.0129839211878652
"ENSG00000007952",10.1687462516428,0.809129418560636,0.573945429755336,1.40976716010363,0.158608446461203,0.419731770339843
"ENSG00000007968",3.95849086572913,0.162672829284948,0.819707779069106,0.198452220948405,0.84269126339567,NA
"ENSG00000008018",1517.71752051207,0.0478482421819635,0.110927487471949,0.431347029238929,0.666216059503899,0.875441014679177
"ENSG00000008056",17.7167030593017,0.676010992459569,0.458090916663819,1.47571359280122,0.14002079536161,0.388818288549977
"ENSG00000008083",305.072434597756,0.48746030394921,0.15192207766193,3.20862057346233,0.00133373373185353,0.0132455064714241
"ENSG00000008086",372.53707879909,-0.17293513466305,0.189034702865295,-0.914832737279367,0.360279445661854,0.661795069692383
"ENSG00000008118",6.947918731314,-0.861306451252898,0.797877511322558,-1.07949708950337,0.280366190560728,NA
"ENSG00000008128",563.813333715399,0.133368798852195,0.368626604999193,0.361799167622444,0.717502114211792,0.900370330577313
"ENSG00000008130",1713.6319552007,0.830141241274013,0.151381734720301,5.48376092272834,4.16377397376316e-08,1.65512747592239e-06
"ENSG00000008196",1.08416182794751,-1.40315800750077,2.31094734596265,-0.607178700956627,0.543732325518287,NA
"ENSG00000008197",0,NA,NA,NA,NA,NA
"ENSG00000008226",8.16270077732332,-0.0171729682256095,0.774008258640666,-0.0221870607114311,0.982298739107822,NA
"ENSG00000008256",3740.92435461127,1.1968352095672,0.207377584823821,5.77128531313537,7.86691420720469e-09,3.77039290088972e-07
"ENSG00000008277",19.3106346175362,-0.0241086848322896,0.474503626454134,-0.0508082203974893,0.959478340409524,0.990106728226228
"ENSG00000008282",1985.33227996644,0.28686405494713,0.139658062622147,2.05404578555023,0.0399712605023642,0.171685972861119
"ENSG00000008283",526.559923099993,0.04612067472104,0.140836415786623,0.327476913292909,0.743307201716725,0.913674829153461
"ENSG00000008294",2928.30789180736,-0.166798729203116,0.135591039367397,-1.23016041459169,0.218637040191203,0.504960598378894
"ENSG00000008300",96.2831177707404,0.526617152106761,0.302730443770041,1.73955795640688,0.0819366671944697,0.278387902372799
"ENSG00000008311",714.926322098101,1.13782474167181,0.189238855073015,6.01263805592564,1.82528268887272e-09,9.56536550968073e-08
"ENSG00000008323",11.0031983554828,0.40544821312677,0.583999926729345,0.694260726020048,0.487518715901851,0.761339549632247
"ENSG00000008324",122.640499235734,0.57031596107478,0.253279977929981,2.2517214575581,0.0243398797938884,0.121902506141345
"ENSG00000008382",158.890722523391,0.132424747151037,0.205615922932167,0.644039358735485,0.519549911863373,0.782798687133622
"ENSG00000008394",3683.6269984121,0.00405143875191329,0.377735128956279,0.0107256075523286,0.991442367405508,0.997067573871502
"ENSG00000008405",286.125102009691,0.0862977248336751,0.187462154957244,0.460347449080364,0.64526684823126,0.863198371336486
"ENSG00000008438",1.71601671351819,2.69571779309011,1.61965080727483,1.66438208839956,0.0960360972018677,NA
"ENSG00000008441",11031.7971096393,-0.312692591927169,0.144614239645246,-2.16225312731469,0.0305986705143636,0.143472713603726
"ENSG00000008513",1583.37114858265,-0.562139462200245,0.225857504393356,-2.48891204084686,0.0128134662535397,0.0779983707435122
"ENSG00000008516",23.9019134428755,-0.178256288238485,0.486690167545239,-0.366262357708133,0.714169315165185,0.899571737889719
"ENSG00000008517",119.607617110672,-0.9003357132462,0.41564975362401,-2.1660922577152,0.0303041377209378,0.142532970740249
"ENSG00000008710",5182.00878157707,0.404539838628928,0.145969160256129,2.77140621977334,0.00558147474115874,0.0412211181706637
"ENSG00000008735",19.7100642494594,0.378464401403024,0.432146583047218,0.875777840783416,0.381150818796618,0.680081191172806
"ENSG00000008838",1158.52573912739,-0.0257296130391683,0.124746387897584,-0.206255375188035,0.836591434468598,0.952337830769679
"ENSG00000008853",845.571636260842,0.364274138314239,0.177900667168065,2.04762660035504,0.0405966008629658,0.173584280087413
"ENSG00000008869",715.562444905458,0.102813142994721,0.112356369653712,0.915062878158097,0.360158621589609,0.661795069692383
"ENSG00000008952",5171.56671072198,0.0829561138183999,0.141491311124886,0.586298290395934,0.557675079697042,0.810322275929359
"ENSG00000008988",10959.3107578206,-0.0290054313649476,0.14360855201358,-0.201975655058515,0.839935756398138,0.953536288830571
"ENSG00000009307",15902.4117972056,-0.0196346054548427,0.102485336385712,-0.19158453440545,0.848067657855968,0.955891955748528
"ENSG00000009335",2127.18026041807,0.19719354422642,0.0931882338615198,2.11607770697162,0.0343381991593305,0.155065542258023
"ENSG00000009413",8391.06888900911,0.969287573197509,0.150653237285743,6.43389807388649,1.2437227739648e-10,8.44671812183716e-09
"ENSG00000009694",10.1257165658402,1.26320183530578,1.21709461153126,1.03788302350341,0.299324518021878,0.60262374158589
"ENSG00000009709",0,NA,NA,NA,NA,NA
"ENSG00000009724",38.9988331645701,-0.44771015863683,0.277490837935938,-1.61342321053566,0.106652593859107,0.331062417297842
"ENSG00000009765",10.717478680374,1.60313326261645,0.941622540615225,1.70252218215699,0.0886575238396003,0.293041946431852
"ENSG00000009780",176.843521397315,0.426821195026572,0.188706984886464,2.26181980112378,0.0237085389459525,0.119865696043596
"ENSG00000009790",5.5982365472662,0.327317668851769,0.709718633601236,0.461193567922688,0.64465973596998,NA
"ENSG00000009830",429.561114742382,0.117386680617615,0.142670036022995,0.822784404418981,0.410630606934268,0.706174750800027
"ENSG00000009844",867.146195689117,-0.101431688313351,0.127318763966108,-0.796675094492373,0.425639751993337,0.717329720133183
"ENSG00000009950",6.89942793039642,0.614252379843922,0.930414582259005,0.660192124625287,0.509130545483796,NA
"ENSG00000009954",2947.57029221357,-0.0233655798366731,0.083326796904463,-0.280408952518151,0.779163769341596,0.928111614078167
"ENSG00000010017",2202.06085895341,0.71687262308313,0.156807458383495,4.57167427157653,4.83842649200866e-06,0.000115216932738162
